comment_id,text_raw,channel_name,source_type,language_detected,layer1_utility_label
Ugzr_OT8jJA7S3Qc60t4AaABAg,Harshana uba beela nidida ura.,Truth with Chamuditha,video_comment,Singlish,VALID
LCC.EhwKGkNNZVJoYWZPdXBZREZiYms1d01kcTBBWENn,:face-purple-rain-drops:,Hiru News,live_chat,English,VALID
UgyBqSoromM71r7eOEJ4AaABAg,Ape ratata upatha labu amuthu madiliye satha 😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣👍👍👍👍,Sudaa Creation,video_comment,Singlish,VALID
Ugz5ZaMTqQzo4u1RcVd4AaABAg.AZu6zr7T0IOA_KxE4VhGWS,Quite true ❤,Swarnawahini,video_comment,English,VALID
UgyAWaM28LaVQzuwisN4AaABAg,"කුසට සාගිනි හදට සෝගිනි
ඉනට වැරහැලි කැබලි එල්ලා
සතුට සැනසුම අහිමි කරලූ
අඳුර දිනු කාලය ගිහිල්ලා
නොසිට මැරි මැරි සතුරු පා යට
වකුටු වී අත පය හකුල්ලා
නැගිටපල්ලා නැගිටපල්ලා
වසන්තය නම් ගොඩ ගිහිල්ලා
නිදියපල්ලා නිදියපල්ලා
නොදැක්කා සේ නිදියපල්ලා..",Ada Derana,video_comment,Sinhala,VALID
Ugze-ZC8P818XfNy3Eh4AaABAg.A_t8fGaPvRbA_t95jFPgm4,Yes. A universal truth,Hari TV - Lahiru Mudalige,video_comment,English,VALID
UgxwMc4qy0UuYwfozAJ4AaABAg,👌👍,Truth with Chamuditha,video_comment,Emoji_only,NOISE
Ugx1pvxNFHBZ42PkEl54AaABAg,Respect 👌,Truth with Chamuditha,video_comment,English,VALID
UgytKsCK8azbL2pCsDJ4AaABAg,"ජේලර්   බල්ලෝ   රීළා 
අමු   ගූ  කාපියව් 😂",Truth with Chamuditha,video_comment,Sinhala,VALID
LCC.EhwKGkNMVDR1TExkdVpZREZhWEw1d01kSEpzV3hn,🙋‍♂️,Hiru News,live_chat,Emoji_only,NOISE
UgySub5NnM2KSPlmt9F4AaABAg,😂😂😂,Sudaa Creation,video_comment,Emoji_only,NOISE
LCC.EhwKGkNKeVJ5ZlMwdVpZREZVTEN3Z1FkVnc4ZGFB,:face-fuchsia-wide-eyes::face-fuchsia-wide-eyes:,Ada Derana,live_chat,English,VALID
UgxGfVHpDVYeptN8I-x4AaABAg,පොඩ්ඩක් කල්පනා කරල බලන්න 🤌,Truth with Chamuditha,video_comment,Sinhala,VALID
Ugz1P32xacu5eBFxFNt4AaABAg,Wene deyak prashna widiyte ahala  interview karanawa nan hodai niwedakayan,Hari TV - Lahiru Mudalige,video_comment,Singlish,VALID
LCC.EhwKGkNQYUh5TkNWdTVZREZReDdUQWdkeTRvNHNn,බස් ලලිත් වගෙ මටත් හරි ආශයි ලොකු සෙට් එකක් එක්ක මෙ වගෙ ලංකාවට බහින්න.,Hiru News,live_chat,Sinhala,VALID
UgwGHdNxCS0rZbKkhLF4AaABAg,මේ යන විදියට බලනකොට නම් නීතිය අකුලටම ක්‍රියාත්මක නොවන පාටක් තමයි අපිට පේන්නේහේමරතන ගනයාට ඉහළින් තමයි නීතිය තියෙන්නේ නීතියට අසුවෙන්නෙ නෑ.අපරාධකාරයාසැමට සමාන නීතිය නං අකුරටම ක්‍රියාත්මක වෙන පාටක් පේනවා. ඕක රෝල් කරලා ගහ ගනිල්ලා පුතේ,Sudaa Creation,video_comment,Sinhala,VALID
UgyEMeOxoQITTAds6zR4AaABAg,❤❤❤❤,Hari TV - Lahiru Mudalige,video_comment,Emoji_only,NOISE
UgwzsWxt2PA3ZIfb9BR4AaABAg,"She is  a super human. "" May God bless you....!!!.""",Hari TV - Lahiru Mudalige,video_comment,English,VALID
UgwWdYryB38z6--IWPJ4AaABAg,Bopage thappulanne nathiwa hitapan Mii haraka😂😂😂😂,Sirasa News First,video_comment,Singlish,VALID
LCC.EhwKGkNLRDdpNTJidTVZREZXZjV3Z1FkaElVYnpR,"AKD ඉතිහාසයේ කුණු බක්කියට වැටිලා ඉවරයි. ජනාධිපති ධුරයෙන් යන්න වුණාම, හිරේ යන්නත් වෙයි.",Hiru News,live_chat,Mixed,VALID
UgyAM6d7UvdnR5ZtCKd4AaABAg,Chamudetha anith dennatath prshnayak ahala uththrayak ganna denna ona maden panala ananooo nee 😢😢😢😢😢,Hiru News,video_comment,Singlish,VALID
Ugx6_i6_oure04FnAdx4AaABAg,Muta thiyenne otanata aawama kunuvechcha deval vitharai danne,Ada Derana,video_comment,Singlish,VALID
UgxdolmUrNoUkOeIUWR4AaABAg,🎉🎉🎉🎉🎉❤❤❤❤,Sudaa Creation,video_comment,Emoji_only,NOISE
LCC.EhwKGkNLcWx5ZjZYdTVZREZXb1dkZ1lkVmtFRGJB,🥺🥺🥹🥹,Hiru News,live_chat,Emoji_only,NOISE
Ugyhdvc693uSEEcexNd4AaABAg,"අපි ආන්ඩුවට කියමු, ඔවුන්ගේ ප්‍රතිපත්ති ප්‍රකාසනයේ තිබුන පාසල් උපකරන වල වැට් බදු බින්දුවට බස්සන්න කියලා.ඇයි ඒවාට හදිස්සි නැත්තේ.",Sirasa News First,video_comment,Sinhala,VALID
Ugxw5G9X_HAq89K12h54AaABAg,"සිවුරු ‍රඳවන සමහරක් අයත් මහජනයා ගසාකන නීතීඥයන් කියාගන්නා අය සහ එවැනිම  සමහරක් වෛද්‍යවරුනුත් පොලිසියේ සමහරක් අයත්   සිතා සිටියේ රට ගමන් කල යුත්තේ  ඔවුන්ගේ බලවත් කම මත කියායි .
මෙපමණ කාලයක් ඔයාලාගේ බල මහිමයෙන් පාලනය වූ රටක අපි ජීවත් වුනා . 
බණ්ඩාරනායක මැතිනිය අපි කුඩා කල දෙමාපියන් චන්දය දුන් පක්ෂය යි . පසු කාලීනව චන්ද්‍රිකා මහින්ද මහතා සහ අවසානයේ රට බංකොලොත් වූ පසුව රනිල් ගේ පිහිටත් පැතූ අපි සුරපුරයක් වියයුතු රටක මංමුළා වූ බව කිව යුතුයි . අවසානයේ 2040 වනතුරු වැල් පාලමේ යායුතු බව කියවුනා .
එහෙත් 2026 වනවිට භාණ්ඩාගාරයේ අතිරික්තයක් පෙන්වමින් රටේ ජනතාව ගේ ප්‍රශ්න විසදමින් ඉදිරියට යන ගමනක් . ජනාධිපති රාජ්‍ය නිලධාරීන් ට කියනවා භාණ්ඩාගාරයේ මුදල් ප්‍රයෝජනයට ගෙන ජනතාවට සහන සලස්වන ලෙස  . මේ මන්ද ගාමී සමහරක් රාජ්‍ය නිලධාරීන් රටකට සාපයක් . ඒ නිසා මේ අවු . 5 මේ අය කරන දේ පුරවැසියන් වන අප තහවුරු කර සිටිනවා .
මේ ආණ්ඩුව කරන දේ විවේචනය කරන විරෝධය දක්වන අය  හදපු දශක ගණනාවක කාලයේ රට සහ දැන් සිදුවන වෙනස  පෙනෙන්නට තියෙනවා .
කාතාව ජේසුස්  සහ බෝසත් චරිත ගැන එහෙත් කෙරුවාව ගැන කණගාටුයි .",Sirasa News First,video_comment,Sinhala,VALID
UgzN_ofd16WfARwjtEJ4AaABAg,ඉන්දීය  ගුවන් යානයක් ගොඩනැගිල්ල ක් උඩට වැටුනෙ නියමු වන් මත්ද්‍රව්‍ය  භාවිතා කරලද දන්නැහැ නේද,Truth with Chamuditha,video_comment,Sinhala,VALID
UgwRXT8dMCNhNBInrwt4AaABAg,❤,Hari TV - Lahiru Mudalige,video_comment,Emoji_only,NOISE
UgyQVtpwPKhJ1hrJFf14AaABAg.A_tMOJe4sq2A_tP0WHcIFE,"Aththatama kochchara manasika peedanayak thiyenna athida,ara gon dabala social mediawala hasirena widihata😊",Hari TV - Lahiru Mudalige,video_comment,Singlish,VALID
LCC.EhwKGkNPU1EwcWljdDVZREZkTGV3Z1FkTW5vdkt3,✍️,Hiru News,live_chat,Emoji_only,NOISE
Ugw82kH_DVf_K8YnpHN4AaABAg.A_8DZAJ8qgaA_9icO-dqZi,Ow.e minissunta atal eke Inna denna oni.minissu hire Dala e minissunge gewal walata ayata Yana Ena man nati karala.itiuru tikath kudu karala okkoma iwara karanna tibbe,Truth with Chamuditha,video_comment,Singlish,VALID
LCC.EhwKGkNKR1EzdlN2dVpZREZhWEl3Z1FkM2Q4THZ3,🙃🙃,Hiru News,live_chat,Emoji_only,NOISE
LCC.EhwKGkNKcjFsSzdLdXBZREZSbzJkZ1lka1hJRFJB,සංඛ සුබ දවසක්🙏,Hiru News,live_chat,Sinhala,VALID
UgxZgrZqQ_5hrnZAnWB4AaABAg,😂😂😂😂😂,Truth with Chamuditha,video_comment,Emoji_only,NOISE
UgwIxs1b9MtXteZpa2t4AaABAg,කතාව ඇත්ත,Truth with Chamuditha,video_comment,Sinhala,VALID
UgxetF1hTqwTqnyuge94AaABAg,මෙයා අත් අඩන්ගුවට ගත්තා කියලා ආරන්චියක් යනවා.ඇත්තද ඒක.,Truth with Chamuditha,video_comment,Sinhala,VALID
UgwjCAUnUls8YrGKCnl4AaABAg,යෝෂිත කරපු යුද්දයක් කියහන් බලන්න 16:27,Swarnawahini,video_comment,Sinhala,VALID
UgyZKcDAIDI0N4WfsrJ4AaABAg,ඇයි සූරසේන ලබුවාගේ.....😂😂😂😂😂😂😂😂😂😊😊😊😊,Hiru News,video_comment,Sinhala,VALID
UgxA9eROQVYvxjWD9P14AaABAg,❤,Sudaa Creation,video_comment,Emoji_only,NOISE
UgwSFr4B4i5ZeEBPWyJ4AaABAg,Sakkily ballek,Sudaa Creation,video_comment,English,VALID
UgzMNYh2zGZ4CUCvhUh4AaABAg,ඔයාට හිරිහැර කරපු කෙනාට දඩුවම් දුන්නේ නැද්ද?,Hari TV - Lahiru Mudalige,video_comment,Sinhala,VALID
LCC.EhwKGkNLZVFtTnZOdXBZREZhZkk1d01kdXY4eVFR,සජියට....සෙද්දෙ...සෙවිලා..:person-turqouise-waving::person-turqouise-waving::person-turqouise-waving:,Hiru News,live_chat,Mixed,VALID
UgyQVtpwPKhJ1hrJFf14AaABAg.A_tMOJe4sq2A_tOFXae5KC,හාපික් සාරංගයද,Hari TV - Lahiru Mudalige,video_comment,Sinhala,VALID
LCC.EhwKGkNJSEYwLVhjdVpZREZmdzZkZ1lkOG9nQVFR,Mn tharahai owa kiyanta epa,Sirasa News First,live_chat,Singlish,VALID
UgynIPPxctxJ7iYRWwd4AaABAg.A_D8cEfbn-xA_DG0htYCpR,😅😅,Truth with Chamuditha,video_comment,Emoji_only,NOISE
Ugwn3a2WLwgJZwBE9HV4AaABAg,මිනිමරු ආණ්ඩුව එලවලා ගොඩක් කල් ආච්චියේ 😅😅😅සාටකයෝ ගාතකයෝ තවමත් හොල්මන් කරනවා 😅😅😅කාලකන්නි උන්ගෙන් අහන්න ආච්චි ගිහින් ඇයි මිනි මරන්නෙ කියල,Sudaa Creation,video_comment,Sinhala,VALID
Ugw5-aX66ddJDBOyebd4AaABAg.A_4BtO3xXXiA_7MhPcicSW,Matath oya prashnema thamai English walata,Hari TV - Lahiru Mudalige,video_comment,Singlish,VALID
LCC.EhwKGkNPSHZpcHJldVpZREZZM3k1d01kZUc4RzRB,ගෝල්ඩ් 🙋,Hiru News,live_chat,Sinhala,VALID
UgxDuUcbqi-9_4m4nOV4AaABAg,Me aranchiya nesa mamanam hondatama duk weemi………😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,Sudaa Creation,video_comment,English,VALID
Ugwzshw3X6ORUbGakRJ4AaABAg.A_Ic89XZWtsA_KDlcJe2_t,ඇත්තටම එතුමාගේ පවුල් පිටින් ආරක්‍ෂා කරන්ඩ ඕන වැඩසටහනක්මේකදරුවෙකුට වුනත් සමහර ද විට දෙයක් වෙන්න පුළුවන් එම නිසා ඔයාලා පවුලේ හැමෝම පරිස්සමට ඉන්න,Truth with Chamuditha,video_comment,Sinhala,VALID
Ugy9Ux8osR0hxNytml14AaABAg,"බයයි බල නහර කැපෙයි කියල අප්පා,",Ada Derana,video_comment,Sinhala,VALID
UgzOjpuTbvcW7oIhxxJ4AaABAg,කුමුදුනි කියන තිරිසනි මෙතුමියට අපහස කලා.මෙතුමියට මෙච්චර කාලයකට කවුරුවත් වචනයකින්වත් අපහස කර නැත.ඔබටනම් බැල්ලියේ ශාප වෙනවා.සල්ලි වලට රට විකුණන රනිල් ගේ වහල් බැල්ලි.,Sudaa Creation,video_comment,Sinhala,VALID
LCC.EhwKGkNLLXpvc0xmdVpZREZaMFNyUVlkbHQ0U0xn,යන්නish බුදුසරණයි දෙවිපිහිටයි,Sirasa News First,live_chat,Mixed,VALID
LCC.EhwKGkNJMjBxTlN3dVpZREZhanY1d01kcDRvb2ZR,ශාමලි ❤️,Hiru News,live_chat,Sinhala,VALID
LCC.EhwKGkNQMnkwWnFXdUpZREZhbE1UQWdkQm5NQmpn,ooon chamodii asaraniyk wge hangila horen cht ek diha balan kimba kasanawaluuuu,Hiru News,live_chat,Singlish,VALID
Ugye-PWWGn-Zxss9plV4AaABAg,22 කේ මහ මොලකරු කවුද? බුද්ධි අංශද?😂😂😂😂,Hiru News,video_comment,Sinhala,VALID
UgzPjLGzCjqgCI3eksp4AaABAg,😁😁😁😁😁,Truth with Chamuditha,video_comment,Emoji_only,NOISE
LCC.EhwKGkNKTy16TS1YdTVZREZjVnVUQWdkZ29VampR,:face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying:,Hiru News,live_chat,English,VALID
UgyVMNX-xSA4Pt9sIfx4AaABAg,Ma Sobaha dahamin daduwam danawami oya tirisan minissunta.,Truth with Chamuditha,video_comment,Singlish,VALID
UgxFXNkEryCEmwBYNl14AaABAg,AI Ane iganagaththa wedagath minissu 3 denek Ekka wiwadayakayata pas Indiaka wage thakkadiyek nugath buruwek genawe,Ada Derana,video_comment,Singlish,VALID
LCC.EhwKGkNPdWx4ck9idTVZREZReE9UQWdkLUlvNWpn,Americawata bayada 🤓😆🤓 Trump ta bayada:face-pink-drinking-tea::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,Hiru News,live_chat,Singlish,VALID
UgwMuMCHK8bzJDkzf6x4AaABAg,"Rajeev Amarasuriya. This guy is a complete idiot—with a capital “I”. He boasts about his academic achievements as though he’s the only intelligent person in Sri Lanka. Passing exams by memorising past papers doesn’t necessarily make someone a great thinker. Real intelligence is demonstrated by critical thinking, originality, and the ability to think outside the box. If he consistently fails to show those qualities, then perhaps he’s not the right person for the role and should step aside.🤮🤮🤮",Ada Derana,video_comment,English,VALID
UgxHM9Af-nF_oYcMa7B4AaABAg,ජනතවට  සටනක් නෑ😂😂😂😂 මුන්ට සටනක් තියනව හිරගෙදරට නොයන්න😂😂😂,Sudaa Creation,video_comment,Sinhala,VALID
UgwQWdCq54r3Le6xcsZ4AaABAg,😂😂😂😂😂😂,Truth with Chamuditha,video_comment,Emoji_only,NOISE
UgycX3QoUvAa28F88kJ4AaABAg,අනිත් මිනිස්සුන්ගේ කට වහනව නෙවෙයි නෙවෙයි. අධිකරණ ක්‍රියාමාර්ග මගින් මේ රට දූෂණය කළ හොර කොරා කාපු මේ රට බංකොලොත් රටක් කරපු උන්ට දඬුවම් දෙන්න ඕනේ. මේ ජන මතයේ තියෙන්නේ මැන්ඩේට් එක ඒක තමයි ඒක ජනපතිතුමා දන්නවා. අපිටත් ඕනේ ඒක තමයි. මුං සේරම හොරා කාපු උන් ටික රට විනාශ කරපු ටික හොර හිරේ දාන්න ඕන,Swarnawahini,video_comment,Sinhala,VALID
LCC.EhwKGkNNaV9uS3ZodVpZREZYQi1UQWdkZHNnMk1R,මොනවද අපේ හොයන්න තියෙන්නෙ,Sirasa News First,live_chat,Sinhala,VALID
Ugy8z65eXqSHkSZNXxV4AaABAg,"සුදා මහත්තයා දමිත් මහත්‍තයා
ඔබ දෙපලට බුදුසරණයි දෙව්පිහිටයි",Sudaa Creation,video_comment,Sinhala,VALID
UgxNRKDQGgiJCC4YEL94AaABAg,"හරක් කටා අල්ලපු වෙලේ ,,මෙහෙන් ලෝයර්ස්ල සෙට් එකක්ම පිටරට ඇරිය,,,,ඒ පොලිස් කූඩුවෙන් ගලවල,යවන්න ඒක බැරි උනා,,,අපි ඌව ගෙනාව ,,,දැන්කංජිපානි,,අල්ලගත්තොත් ඌව එහෙන්ම නිදහස් කරන්න ඔයාල පොරකාල නේද යන්නෙ ,,,,,ඒ රටේ යහපත  සදහාද ,,,මුදල් වෙනුවෙන්ම නේද ,,?ඉතින් ඔයාලට කියන්න ඕන නම මොකක්ද ?",Ada Derana,video_comment,Sinhala,VALID
UgyKpckGzigwPCsavzt4AaABAg,1:03:34 n Passe Video Eka Edit Karala! Dobiyo Tika!😂😂😂,Sirasa News First,video_comment,Singlish,VALID
LCC.EhwKGkNPUzNpOW5TdUpZREZXX0R3Z1FkVllZZWF3,💐💐💐💐💐,Hiru News,live_chat,Emoji_only,NOISE
LCC.EhwKGkNQUHlrTlBOdXBZREZVdFVUQWdkeHJBbmNR,ne,Ada Derana,live_chat,Singlish,NOISE
UgyUOXc22YYC7--eTD54AaABAg,මෙයා සිරගත උනේ ඇයි,Truth with Chamuditha,video_comment,Sinhala,VALID
LCC.EhwKGkNKZlo5cERTdXBZREZiMF9yUVlkR29Vc3lR,mg ekak danawada,Ada Derana,live_chat,Singlish,VALID
UgzFkVufBRwPzm8YUx94AaABAg,Latmaali renawa😂😂,Ada Derana,video_comment,Singlish,VALID
Ugynl5d319GeN2-29854AaABAg,මම ජනතාවට කියන්නේ පට්ට හොරුන්ට අහුවෙන්න එපා පසුවට කස කසා තමයි ඉන්න වෙන්නේ මෙයාගේ ටෝක්එක හරියටම ඩීල් දාසගේ ටෝක් එක මගේමයි.මේ මහාත්තයා පෙනීමේ හැටියට ඇල්වතුරත් නිවලා බොන පොරක් වගේ,Truth with Chamuditha,video_comment,Sinhala,VALID
LCC.EhwKGkNKS19qN3padVpZREZlTURkZ1lkM2hrRmJn,kohomda,Hiru News,live_chat,Singlish,VALID
Ugx_6iuTSYCC_40xTt54AaABAg,Absolutely gorgeous girl ♥She is so unique and real. Loved this discussion. Thank you Lahiru for getting Umali on this programme.,Hari TV - Lahiru Mudalige,video_comment,English,VALID
Ugy6MiIezJphwH6A3eh4AaABAg,"මේරටේ, මොන, රාජ්‍ය, ආයතනයද
දූශිත, නොවන්නේ",Truth with Chamuditha,video_comment,Sinhala,VALID
LCC.EhwKGkNLT0w2YS1MdUpZREZRZkg1d01kTnlzbzVB,MODAYEKUTA RAJA KAMA DUNNAMA BHAYANAKAI KIYALA DAN WATH RAREMA MINISSU THERUM GANNALA API THERUM.ARAGENA INNE SAJITH PRMADASA GE THTHAGEN,Ada Derana,live_chat,Singlish,VALID
UgwC7lWWFyyyUQS85VF4AaABAg,රටක් ජනතාවක් අවදිකල ජාතියේ නොනිමෙන පහන් ටැඔ නන්දා මාලනිය ඔබ කයින් වෙන්වුවද මානව දයාව හදුනන සුවහසක් අපගේ හදතුල සදා රැදේ. ඔබට නිවන් සුව,Sudaa Creation,video_comment,Sinhala,VALID
Ugy2e8DYpqcswfBRv654AaABAg,🎉🎉🎉,Sudaa Creation,video_comment,Emoji_only,NOISE
UgxDGQAaWgjH0dumdvx4AaABAg,මට් කෙටියෙන් දැන ගන්න ඔනෙ ක්‍රිප්ටො කරන්සි තහනම්ද නැද්ද,Truth with Chamuditha,video_comment,Sinhala,VALID
LCC.EhwKGkNNeUFpZDYxdVpZREZSM2Q1d01kWXhrZ0x3,koheda,Ada Derana,live_chat,Singlish,VALID
Ugz9iI62Ca0v09sWlmB4AaABAg,"මූට එලියෙ ජීවිතයක් නැහැ , මුන් වගේ උන් ' අජිත් ප්‍රසන්න "" යවන්න ඕනෑ ආයිත් ඇතුළට , පාදඩය 🤑",Truth with Chamuditha,video_comment,Sinhala,VALID
Ugwq1JkwxBOWBUgjVIp4AaABAg,මේ සාකච්ඡාව ට අදාළ ක්ෂේත්‍රයේ ඉන්න අය ගෙන්වීම වඩාත් සුදුසුයි. පරණ දේශපාලුවෙක් මොකට ගෙනාවද? පිස්සු ද??,Hiru News,video_comment,Sinhala,VALID
UgxYDwTf-GS_JBgkUah4AaABAg,Meka game karayek,Truth with Chamuditha,video_comment,Singlish,VALID
Ugzx7tEU7vfSkPf9jQd4AaABAg,Mama asama kenek adarei ❤❤❤❤❤❤🙏,Hari TV - Lahiru Mudalige,video_comment,English,VALID
UgyDzOkdqkrW4-9ugO54AaABAg.A_awb90ngCTA_ay6ELweOy,මමත් චැනල් 4. බලන එක නැවැත්තුවා,Sudaa Creation,video_comment,Sinhala,VALID
UgwmFjE7jbn8YnORZ_14AaABAg.A_tInik_6zyA_tM0_DhqAQ,Ekanam eththa kathawak...❤,Hari TV - Lahiru Mudalige,video_comment,English,VALID
Ugxi8R1P_vzNMidRl7p4AaABAg,Balunamalaya😢😢😢😢😢😢😢😢,Sudaa Creation,video_comment,English,VALID
Ugw2k5rJhO5j8Iq1xHZ4AaABAg,"මුන් රට කරපුහැටි දැක්කා අපි කෙලවලා කෙලවලා බංකොලොත් කරලා මුන් කතාකරන්නේ කිරෙන් නාලා අවා වගේ, දැන් එන්නේ ටික ටික නඩුයි බඩුයි ඔක්කොම එලියට මුන්ගේ,දැන් උබලගේ දේශපාලන මොකද්ද ගේම් මොනවද උබලා මොනවගේ තිරිසන්නුද කියල මිනිස්සු දන්නවා, තවත් මුන්ට අන්දන්න හරක් ට්කක් මේ රටේ ඉන්න එක ගැන දුකයි",Swarnawahini,video_comment,Sinhala,VALID
UgxsM2WKFl4YDMob_Y14AaABAg,"කලිඳු් ප්‍රශ්න කරන්න කලින්දු ජනතාවට ඕන විදිහටන් ප්‍රශ්න කරන්න කලින්දු ජනතාවට ඕන විදිහට ජනතාවගේ ප්‍රශ්න අහන්නන් ප්‍රශ්න කරන්න කලින්දු ජනතාවට ඕන විදිහට ජනතාවගේ ප්‍රශ්න අහන්න දේශපාලඥයන්ටප්‍රශ්න කරන්න කලින්දු ජනතාවට ඕන විදිහට ජනතාවගේ ප්‍රශ්න අහන්න දේශපාලඥයන්ට ඊළඟ පාර භුක්කුව ගහගන්න ඕන විදිහට ප්‍රශ්න අහන එකේ තේරුමක් නෑ . කොහොම නමුත් හර්ෂ නානායක්කාර මැතිඳුනි බොහොම ස්තුතියිහොඳයි, ඔබතුමන්ලා දරණ මතයත් එක්ක යන ගමන යන්න මේ ගමන ගියොත් තව අවුරුදු දෙකක් යනකොට අපේ රට ගොඩේගොඩ ගොඩේගොඩ ගොඩේකුට ජය වේවා වේවා! ජය වේවා! ජය වේවා",Ada Derana,video_comment,Sinhala,VALID
Ugyphac-BvhuCzdvtx54AaABAg,Suda damith rajapaksa horu  rala kediri ganawa,Sudaa Creation,video_comment,Singlish,VALID
Ugz8TGASBo-zdmdMAo14AaABAg,මරිමෝඩ සජබයියෝ අයියෝ එපාවෙනවා මුන්ට තේරෙන්නේ නැතිඑක.,Ada Derana,video_comment,Sinhala,VALID
UgxY-3VnySIbeuKQxZ14AaABAg.A_77R6nLr5gA_7JjFm5rXm,Aththa,Sudaa Creation,video_comment,Singlish,VALID
Ugw3lwiXeXt8WNIbQ-R4AaABAg,පරන තිරිසනුන් අපිට එපා,Ada Derana,video_comment,Sinhala,VALID
Ugx-1vuKTHoc6Bz4PgR4AaABAg,උඹ කසිප්පු දුන්නද? දුන්නා මහත්තයො ..දිලා සල්ලිත් ගත්තද?ගත්තා මහත්තයො..එකට තමයි හුට්ටො කසිප්පු ව්කුනනවා කියන්නෙ.😂😂.මුත් එවගේ ඩයල් එකක් පිරිමිඩ කරන්නෙ නැලු හැබයි ගස් වැඩිවෙන හැඩයට ලාබෙ වැඩිලු..එකට තමා උට්ටො පිරිමිඩ ජාවරම කියන්නෙ..අනෙ මන්දා තොපිටත් රැවෙටන උනුත් ඉන්නවනේ අන්තිමට සල්ලි දාපු එවුන්ට ඇරලා යයි හික් ගැවෙන්නම..ඊට පස්සේ කසාගල මතක් කරකර ඇටෙ කසකසා තමා ඉන්නෙ වෙන්නෙ සල්ලි දාපු එවුන්ට😂😂,Truth with Chamuditha,video_comment,Sinhala,VALID
UgzlZOlnB3JRBi60DuF4AaABAg,"C.c.d. Heteya Parera keyala lokka ,maranadaduwama labuna , baruna pagawata.",Sudaa Creation,video_comment,Singlish,VALID
UgxJnu3OY5JhKGuHSnF4AaABAg.A_t2wQqT_WBA_tEf8N5iKi,😂😂,Sudaa Creation,video_comment,Emoji_only,NOISE
Ugx0Ptds1E0-HWMl_PV4AaABAg,"අඩෝ නාමල්, උඹේ අප්පච්චි නාකි මයිනාට මේවා පෙන්නපිය.",Sudaa Creation,video_comment,Sinhala,VALID
UgwjkCzBzhFzTHQq1A94AaABAg.A_VFiS900xjA_W13Qx1IjX,​@HemaKodithuwakku-r3rඅයිස් ලග තබාගෙන සහ පාවිච්චිය,Truth with Chamuditha,video_comment,Mixed,VALID
UgxZhKfk4nDcA8g7UoZ4AaABAg.A_giwvXRJIGA_iK8tHVPPA,Meke mehema hari thiyenawa. Hiru ake balanna madyastha bawa kohomada kiyala,Sirasa News First,video_comment,Singlish,VALID
Ugz_SmS7EY3P0-VeyIN4AaABAg,ඒ කිව්වෙ පනක්කියගෙ පුරුද්ද.  පරය.,Sudaa Creation,video_comment,Sinhala,VALID
UgzCkPHyrctMpWv2EjR4AaABAg,ඔව් අපි දන්නවා හොරාකන්න තියෙනවානම් කොහෙත් එකයි ඔකුන්ට😂😂😂.,Sudaa Creation,video_comment,Sinhala,VALID
LCC.EhwKGkNOcU02Ti12dVpZREZhbE1UQWdkQm5NQmpn,ලොකු නෑනෝ 🤔,Hiru News,live_chat,Sinhala,VALID
LCC.EhwKGkNMTEVxS0t5dVpZREZkM0N3Z1FkSDFROEt3,:person-turqouise-waving::person-turqouise-waving::person-turqouise-waving::person-turqouise-waving::person-turqouise-waving::person-turqouise-waving:,Hiru News,live_chat,English,VALID
UgwS51y4IgVN-nFAo5l4AaABAg,ඇත්තටම හරි ආසාවෙන් ඛලපු වැඩසටහනක් උමාලි ආදරෙයි හැමදාම❤️❤️❤️❤️❤️,Hari TV - Lahiru Mudalige,video_comment,Sinhala,VALID
Ugx55fY8njOvsG8Kn9B4AaABAg.A_5oqh6WAqxA_709kCeMMl,අනේ පලයන් අමු ගවයා උ ඇවිත් හරි පණ්ඩිතයා ගොන් නාම්බා,Ada Derana,video_comment,Sinhala,VALID
UgwepLwiR8LHC5sRBvF4AaABAg.A_Pni6QFKK9A_hDFiGtTT1,"@indunilprasadfernando
නජිත් තරුණයන් වෙනුවන් කළ ශාපකාරී එක දෙයක් කියපන් ..ඒක ඇත්ත නම් එදා සිට මම ඔබගේ අනුගාමිකයෙක් ..😊",Sirasa News First,video_comment,Mixed,VALID
